text,label
besides it's just a shadow you're seeing that he's chasing.,0
"i'm painting the town, swinging my partner around,",-1
at times i think there are no words,0
"i'm not about to argue, i'm not about to move to no other place.",0
"i'm gonna let you pass,",0
"knock--knock--knocking on heaven's door,",0
"so, i called up the operator of time",0
"listen to that duquesne whistle blowing,",0
just what you had in mind,0
"i like the way that you move your hips,",0
but take a trip before you ship to join the iron gang:,0
is that his name wasn't henry porter.,0
"""there are many here among us who feel that life is but a joke,",0
"dust on my face and my cape,",0
"i musta been mad, i never knew what i had",0
"may be living in another country under another name,",0
"people are crazy, times are strange,",0
everybody must get stoned.,0
"there was new york jake, the butcher's boy, he was always getting tight",0
"look away, we're bound away across the wide missouri.",0
all about that john b. stetson hat.,0
you shouldn't let other people get your kicks for you.,0
"just as sure as we're living, just as sure as you're born,",0
"and, anyway, i'm not alone.",0
"it's getting dark, too dark to see,",-1
"and i won't let go and i can't let go,",0
may you stay forever young.,1
but it's hard to think on,0
"get you a copper kettle, get you a copper coil,",0
"cops a-coming, me a-running.",0
"thunder rolling over clarksdale, everything looking blue,",0
"everybody wants to make a long distance call, but, you know, they're just gonna have to wait.",0
"and think they're fooling you,",0
"please, mrs. henry, won't you take me to my room?",0
"we got you for that motel job. we were talking to your friend, bello,",0
"like a complete unknown,",0
"""get well, get well, love henry,"" she cried,",1
"pack up your money, pull up your tent, mcguinn, you ain't a-going nowhere!",0
in the jingle-jangle morning i'll come following you.,0
"""come in,"" she said, ""i'll give you shelter from the storm.""",0
but you know you only used to get juiced in it.,0
"the angels play on their horns all day,",1
know not what the years may hold.,0
"and another man named bello, moving around mysteriously.",0
for only fifteen hundred dollars you can have anybody killed.,-1
and the words that are used for to get the ship confused,0
"you got no reason to wander, no reason to roam.",0
"could be the fuhrer, could be the local priest.",0
i's looking around just to see who was born.,0
"vanished from my hand,",0
"leaving nobody to carry him home,",0
"i can see through your walls and i know you're hurting,",0
"rain would gather, too.",0
"you've murdered your vanity, burned your sanity for pleasure you must now resist,",0
"and you're flat on your belly with your hands tied behind,",0
"look up in the hills, that flash of light.",1
"yes, you are, you're gonna have to serve somebody:",0
it's something you did,0
you never know what you got till it's gone?,0
what good am i?,0
on the back of the fish truck that loads,0
"why she did go,",0
they complained in the east - they are paying too high.,0
"i've heard all of them rumors and you have heard 'em, too,",0
"she gets all messed up, she faints,",0
"but whatever you wish to keep, you better grab it fast,",-1
"hey, mr. tambourine man, play a song for me,",0
"bird on the horizon sitting on a fence,",0
he been living there three years now,0
before she sleeps in the sand?,0
"man gave names to all the animals in the beginning, in the beginning,",0
bounty hunters are dancing all around you -,0
who passionately hates his life and likewise fears his death.,-1
how they ever flood my soul!,0
"there's just one last favor i'll ask of you,",0
"alberta, don't you treat me unkind.",0
when questioned who had sent for him he answered with his thumb,0
"shake me up that old peach tree, little jack horner got nothing on me -",0
"baby, outside of your graveyard lips.",-1
and left me here facing the wall.,0
"she said, 'hey, man, you crazy or something?",0
they're all gonna be there at that million dollar bash.,0
"seen his family scattered, people hounded and torn,",0
"i would've gone deeper, but there wasn't any need.",0
see the groom still waiting at the altar.,0
"run your fingers down my spine and bring me a touch of bliss,",0
see the groom still waiting at the altar.,0
tangled up in blue.,0
you gonna have to find yourself another best friend somehow.,0
"to a solid rock,",0
"but you could tell she was so broken-hearted,",0
"and i was standing on the side of the road, rain falling on my shoes,",0
now you don't seem so proud,0
"the seasons, they are turning and my sad heart is yearning",0
they talk about a life of brotherly love - show me someone who knows how to live it!,1
where teardrops fall.,0
"and the seagulls, they'll be smiling",0
before you call him a man?,0
"it ain't no use to sit and wonder why, babe,",0
a bed that is never mine,0
tell me.,0
"and i would send a message to find out if she's talked,",0
"how does it feel,",0
"gypsy davy with a blowtorch, he burns out their camps,",0
don't put your hope in ungodly men or be a slave to what somebody else believes.,0
"hmm, tell me.",0
"well, there's voices in the night trying to be heard,",0
"where life and death are memorized,",-1
"did i miss the mark, overstep the line that only you could see?",0
"all the silver, all the gold,",0
"nobody's ever taught you how to live out on the street,",0
"yes, i can take him to your house, but i can't unlock it.",0
"""and we have no desire to take your advance,",0
"to jezebel, the nun, she violently knits",0
"with silver bracelets on her wrists and flowers in her hair,",0
"mortality, reality.",0
"but it's not to stand naked under unknowing eyes,",0
"my god, they killed him!",-1
even the softest touch.,0
"straight was the track to the top of the hill,",0
if i say i'm loving you not for what you are but what you're not.,0
"she's the one you been wondering about, but there's a-really nothing much to tell.",0
he screamed a bit and away he flew.,0
"born in red hook, brooklyn, in the year of a-who knows when,",0
that he'd always make sure i'd understand,0
"they wished you'd accepted the blame for the farm,",0
"you hurt the ones that i love best and cover up the truth with lies,",1
and just for that one moment i could be you.,0
in the stillness of the midnight,0
"my comrades, they all loved me well - a jolly, saucy crew,",1
"well, the future for me is already a thing of the past,",0
"searching everywhere i know,",0
when a bowling ball came down the road and knocked me off my feet.,0
"seeing my reflection, i'm hung over, hung down, hung up!",0
my eyes collide head-on with stuffed,0
"come, now, sweet cream, don't forget to flash,",0
"then in comes his daughter, whose name was rita.",0
"the man in the trench-coat,",0
"joey, joey,",0
"where ma rainey and beethoven once unwrapped their bedroll,",0
"don't wanna defeat nobody if already been defeated,",0
talking that the heat put,0
i ain't gonna work for maggie's ma no more.,0
"everything runs by me just like water from a well,",0
"whoever it is, i wish they'd cut it out, but when they will i can only guess.",0
"he said, ""there's a body i'm a-trying to find.",0
down along the cove i spied my little bundle of joy.,1
and passion rules the arrow that flies.,0
or has it died out and melted like the snow?,0
"all the tired horses in the sun,",0
"there's a song that will linger forever in our ears,",0
"in every leaf that trembles, in every grain of sand.",0
"""there's too much confusion, i can't get no relief.",0
"silvio, silver and gold",0
"if your time to you is worth saving,",0
"even you, yesterday, you had to ask me where it was at,",0
"washing them dishes, feeding them swine.",0
"i can't find my knees.""",0
"ah, but i was so much older then,",0
"and his cheeks in a chunk, with his cheese in the cash,",0
i ain't gonna work on maggie's farm no more.,0
nothing we can call our own,0
into the narrow lanes where i can't stumble or stay put.,0
"what's lost is lost, we can't regain what went down in the flood,",0
"i don't remember who i was or where i was bound,",0
"freedom, just around the corner for you,",0
"sick man looking for the doctor's cure,",0
i've been living the blues every night without you.,0
"the country doctor rambles,",0
"now you don't talk so loud,",0
"i picked up his body and i dragged him inside,",0
how many roads must a man walk down,0
"pounced with fire on flaming roads,",0
"the human mind can only stand so much,",0
